"SUMMARY"
"Policy Id","Policy Title","Policy Locking","Policy Modified","Policy Last Evaluated","Asset Groups","IPs","Asset Tags","PC Agent IPs","Technologies","Controls","Assets","Control Instances","Passed","Failures","Error","Approved Exceptions","Pending Exceptions"
"6316727","CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0","Locked","12/18/2025 at 12:47:26 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","OEL 9.4 - for Compliance scan","","","No","Oracle Enterprise Linux 9.x","695","1","695","655(94.24%)","40(5.76%)","0","0","0"
Control Statistics (Percentage of Hosts Passed per Control)
"Order","Control ID","Deprecated","Statement","Criticality Label","Criticality Value","Percentage"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","27895","3.1.3.a","Oracle Enterprise Linux 9.x","Status of the 'bluetooth' package on host","SERIOUS","3","os","Bluetooth is a short-range wireless technology standard that is used for exchanging data between devices over short distances. It employs UHF radio waves in the ISM bands, from 2.402 GHz to 2.48 GHz. It is mainly used as an alternative to wire connections. It includes a core Bluetooth stack with protocols and drivers necessary for communication with Bluetooth-enabled devices. Additionally, the package provides utilities and graphical tools for pairing devices, managing settings, and transferring files. Various Bluetooth profiles are supported, defining how different devices interact. Integration with desktop environments like GNOME and KDE ensures user-friendly configuration and management of Bluetooth connections. This should be configured according to the needs of the business.","Passed","","0","The following List String value(s) of <B>X</B> indicates the status of the <B>bluetooth</B> package installed on the system.

======Expected Value(s)======
Package not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Package not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","17506","6.3.3.8.e","Oracle Enterprise Linux 9.x","Status of the 'changes to content or attributes of the /etc/security/opasswd' file as defined in the '/etc/audit/rules.d/*.rules' file","SERIOUS","3","os","Including the '/etc/security/opasswd' file in the '/etc/audit/audit.rules' file ensures any change of content or attributes are immediately audited and reported. Monitoring the '/etc/security/opasswd' file for changes, tagging the files, and reporting them enables detection of unauthorized changes. As the effective audit configuration gets generated from the files under /etc/audit/rules.d/ folder, this syscall parameter should be configured in these files according to the needs of the business.","Passed","","0","The following List String value(s) of <b>X</b> indicate the current status of the <b>/etc/security/opasswd</b> setting within <b>/etc/audit/rules.d/*.rules</b> files on the host.

======Expected Value(s)======
matches regular expression list
[ =]/etc/security/opasswd\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-w /etc/security/opasswd -p wa -k identity
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29247","5.3.2.1.b","Oracle Enterprise Linux 9.x","Status of 'pam_pwquality.so' in auth-select's active profile configurations (password-auth)","SERIOUS","3","os","The pam_pwquality.so module in the auth-select active profile configurations, specifically for password-auth, is responsible for enforcing password complexity requirements. It helps ensure that user passwords meet specific criteria, such as length, character diversity, and preventing common passwords, thereby enhancing overall system security. Configuring this module properly is essential for maintaining robust authentication practices within the system. Misconfiguration can lead to weak password policies, allowing users to create easily guessable passwords. This vulnerability increases the risk of unauthorized access and potential breaches, as attackers can exploit these weak passwords through brute-force attacks or credential stuffing. Additionally, it may compromise the integrity of sensitive data and systems. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>pam_pwquality.so</b> in auth-select's active profile configurations <b>(password-auth)</b>.

======Expected Value(s)======
matches regular expression list
.*pam_pwquality\.so.*

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/usr/share/authselect/default/sssd/password-auth:password requisite pam_pwquality.so local_users_only
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","4967","6.2.4.1.o","Oracle Enterprise Linux 9.x","Permissions set for the '/var/log/auth.log' file","SERIOUS","3","os","The '/var/log/auth.log' file captures network service start ups and commands like usermod and change owner.  As information on these changes can provide a starting point for unauthorized users to breach security, file permissions should be set according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership</b> and <b>Permissions</b> set for the <b>/var/log/auth.log</b> file.

======Expected Value(s)======
File not found
------------ OR ------------
matches regular expression list
^(root|syslog):(root|adm):[-r][-w]-[-r]-----.?:/var/log/auth.log

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
File not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29297","2.1.13.d","Oracle Enterprise Linux 9.x","Status of rsyncd.socket using systemctl","SERIOUS","3","os","The rsyncd.socket is a systemd socket unit file used to manage the rsync daemon's socket, enabling efficient file synchronization over a network. When configured, it listens for incoming connections and can start the rsync service on demand, facilitating the transfer of files between systems. This setup allows for better resource management and responsiveness, as the service only runs when needed, conserving system resources. Misconfiguration can expose sensitive files to unauthorized access, leading to potential data breaches. Additionally, incorrect permissions or settings may cause the service to be unresponsive or vulnerable to denial-of-service attacks, compromising the integrity and availability of the file synchronization process. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>rsyncd.socket</b> service using <b>systemctl</b>.

======Expected Value(s)======
Service not found
------------ OR ------------
does not contain regular expression list
:active:

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Service not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","9344","2.1.7.a","Oracle Enterprise Linux 9.x","Status of the vsftpd server","SERIOUS","3","os","The 'VSFTPD' daemon/service is used for networked file transfer and replaces the prior FTP program.  While more secure than a number of other FTP daemons, it too has had vulnerabilities reported, has a complex configuration requirement, and is owned by 'root' (but can be executed even by anonymous users), so it should be disabled/restricted as appropriate to the business need.","Passed","","0","This List String value of <b>X</b> indicates the status of the <b>vsftpd</b> package on the host.

======Expected Value(s)======
Package Not Found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Package Not Found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","26796","3.3.8.c","Oracle Enterprise Linux 9.x","Status of 'net.ipv4.conf.all.accept_source_route' specified in '/etc/default/ufw' file","SERIOUS","3","os","The 'net.ipv4.conf.all.accept_source_route' setting allows a packet with encapsulated ICMP routing information (that may differ from the routes already specified on the host) to be acted upon.  If not disabled, invalid/spoofed source routes can lead to a DoS or redirection of traffic through a 'man-in-the-middle' host, where a malicious user can attempt login replay attacks and/or other exploits, so this value should be set according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the status of <b>net.ipv4.conf.all.accept_source_route</b> setting for the <b>/etc/default/ufw</b> file(s)

======Expected Value(s)======
Setting not found
------------ OR ------------
File not found
------------ OR ------------
matches regular expression list
.+net.ipv4.conf.all.accept_source_route\s*=\s*0$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
File not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","4990","7.1.5.b","Oracle Enterprise Linux 9.x","Ownership set for the '/etc/shadow' file","URGENT","5","os","The '/etc/shadow' file contains a list of all 'usernames,' their 'userid,' 'group id,' and the 'encrypted password.'  As unrestricted access on this file's contents could facilitate privilege escalation and/or password decryption attacks, ownership should be limited as appropriate to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership and Permissions</b> set for the <b>/etc/shadow</b> file on the host.

======Expected Value(s)======
matches regular expression list
^root:root:---------.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:---------.:/etc/shadow
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","7960","2.1.16.a","Oracle Enterprise Linux 9.x","Status of the 'tftp-server' package and whether it is installed on the host","CRITICAL","4","os","The 'tftp-server' configuration command is used to setup or view Trivial File Transport Protocol (TFTP) services.  By default, the TFTP service presents security issues as it allows anyone with the capability to connect to the device to transfer files to a remote host. As there are known 'tftp-server' exploits, these files should be removed to reduce risk of unauthorized access or transfers and according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate if the <b>tftp-server</b> package is installed on the host.

======Expected Value(s)======
Package not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Package not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29450","5.3.3.3.2","Oracle Enterprise Linux 9.x","Status of 'enforce_for_root' specified in '/etc/security/pwhistory.conf' file","SERIOUS","3","os","The enforce_for_root setting in the /etc/security/pwhistory.conf file determines whether the password history policy applies to the root user. When set to true, it enforces the same password history restrictions for the root account as for regular users, preventing the reuse of recent passwords. If set to false, the root user can reuse passwords without restriction, which may pose a security risk. Misconfiguring the enforce_for_root setting can lead to significant security risks, as allowing the root user to reuse passwords may facilitate unauthorized access if an old password is compromised. Additionally, if password history policies are not enforced for root, it could enable easier exploitation of the account, increasing the chances of a successful attack on the system. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>enforce_for_root</b> specified in <b>/etc/security/pwhistory.conf</b>.

======Expected Value(s)======
matches regular expression list
.*enforce_for_root\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
enforce_for_root
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29256","5.1.2","Oracle Enterprise Linux 9.x","Status of the permissions on SSH private host key files are configured","SERIOUS","3","os","The SSH private host key files should have strict permissions to ensure security. Typically, these files are located in /etc/ssh/ (e.g., /etc/ssh/ssh_host_rsa_key). They must be owned by the root user with permissions set to 600 (i.e., read and write only by the owner). This prevents unauthorized access, as only the root user can read or modify the private key. If SSH private host key file permissions are misconfigured, unauthorized users could gain access to the private keys, leading to potential server impersonation or man-in-the-middle attacks. This compromises the security of SSH connections, allowing attackers to intercept or manipulate sensitive data. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>Ownership and Permission </b> on <b>SSH private host key files</b>.

======Expected Value(s)======
matches regular expression list
root:(root:-?[-r][-w]-------|(ssh_keys|_?ssh):-?[-r][-w]-[-r]-----).?:.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:ssh_keys:-rw-r-----.:/etc/ssh/ssh_host_ecdsa_key
root:ssh_keys:-rw-r-----.:/etc/ssh/ssh_host_ed25519_key
root:ssh_keys:-rw-r-----.:/etc/ssh/ssh_host_rsa_key
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","27948","6.2.2.1.4.e","Oracle Enterprise Linux 9.x","Status of the 'systemd-journal-remote' service on host","SERIOUS","3","os","The systemd-journal-remote service is a component of the systemd journal system in Linux. It allows for remote logging by receiving journal entries from remote systems over a network connection. This facilitates centralized logging architectures, enhancing system administration and troubleshooting capabilities. By aggregating logs from multiple systems in a central location, it provides a unified view of log data for analysis and monitoring. This service improves reliability and security by ensuring that log data is preserved, even in the event of system failures or outages on individual nodes. This should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the status of <b>systemd-journal-remote</b> service on the host.

======Expected Value(s)======
Service not found
------------ OR ------------
does not contain regular expression list
Enabled

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
masked
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","17519","6.3.3.11.b","Oracle Enterprise Linux 9.x","Status of the 'changes to content or attributes' of the '/var/log/wtmp' as defined in the '/etc/audit/rules.d/*.rules' files","SERIOUS","3","os","The '/var/log/wtmp' file is used to record all logins, shutdowns, reboots, and logouts. When the system is in multi-user mode, any system related date stamp changes are written to the '/var/log/wtmp' file. As this file records chronological activities of the host(s) and can serve as legal evidence; the '/var/log/wtmp' setting within the '/etc/audit/rules.d/*.rules' files should be configured according to the needs of the business.","Passed","","0","The following List String value(s) of <b>X</b> indicate the current status of the <b>/var/log/wtmp</b> setting within <b>/etc/audit/rules.d/*.rules</b> files on the host.

======Expected Value(s)======
matches regular expression list
[ =]/var/log/wtmp\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-w /var/log/wtmp -p wa -k logins
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","9898","2.1.5.b","Oracle Enterprise Linux 9.x","status of service dnsmasq using systemd","SERIOUS","3","os","The dnsmasq is a lightweight tool that provides DNS caching, DNS forwarding and DHCP (Dynamic Host Configuration Protocol) services. Unless a system is specifically designated to act as a DNS caching, DNS forwarding and/or DHCP server, it is recommended that the package be removed to reduce the potential attack surface. The package should be removed from the system as per the business needs and organizational security policies.","Passed","","0","The List String value of <b>X</b> indicates the status of the <b>dnsmasq</b> service using <b>Systemd</b> on the host.

======Expected Value(s)======
Service not found
------------ OR ------------
does not contain regular expression list
enabled

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Service not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","7357","2.4.2.1.e","Oracle Enterprise Linux 9.x","Status of the 'Ownership' settings for the '/etc/at.deny' file","CRITICAL","4","os","The ownership settings for the '/etc/at.deny' file determines which user can set permissions for other users to have read/write/execute access to this file.  As the 'at.deny' file uses reverse logic, in that anyone NOT LISTED in the file can use the 'at' command, ownership of this file, or even its existence, should be determined according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership and Permissions</b> settings for the <b>/etc/at.deny</b> file.

======Expected Value(s)======
File not found
------------ OR ------------
matches regular expression list
^root:(root|daemon):[-r][-w]-[-r]-----.?:/etc/at.deny$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
File not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","12809","6.3.3.4.b","Oracle Enterprise Linux 9.x","List of runtime audit rules for 'settimeofday', using auditctl","SERIOUS","3","os","The system call 'settimeofday' captures modifications of the system time on the host. Arbitrary changes to the system time can be used to obfuscate nefarious activities in log files. It also can be used to confuse network services that are highly dependent upon an accurate system time (such as sshd). It is recommended to audit all changes to the system time as appropriate to the business needs.","Passed","","0","The following List String value(s) <b>X</b> indicates the status of <b>runtime auditctl rules</b> defined for the <b>settimeofday</b> system call. The auditctl -l command is used to fetch the values.

======Expected Value(s)======
matches regular expression list
\bsettimeofday\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-a always,exit -F arch=b64 -S adjtimex,settimeofday,clock_settime -F key=time-change
-a always,exit -F arch=b32 -S stime,settimeofday,adjtimex,clock_settime -F key=time-change
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","12871","6.3.3.14.d","Oracle Enterprise Linux 9.x","List of runtime audit rules for '/usr/share/selinux/' directory, using auditctl","SERIOUS","3","os","The '/usr/share/selinux/' directory contains policy Makefile that form 'Mandatory Access Controls (MAC) and should be monitored for unauthorized attribute changes, file modifications or deletion.  As there are several known privilege escalation exploits involving '/usr/share/selinux/', this setting should be configured according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicates the status of <b>runtime auditctl rules</b> defined for the <b>/usr/share/selinux/</b> directory. The auditctl -l command is used to fetch the values.

======Expected Value(s)======
matches regular expression list
[ =]/usr/share/selinux\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-w /usr/share/selinux -p wa -k MAC-policy
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","12830","6.3.3.11.f","Oracle Enterprise Linux 9.x","List of runtime audit rules for '/var/log/btmp' file, using auditctl","SERIOUS","3","os","The '/var/log/btmp' file is designated to log all failed login events on the host. All audit records will be tagged with the identifier 'logins'. Logs play an important role in security auditing, incident response, system maintenance and forensic investigation, auditing of '/var/log/btmp' file should be configured as appropriate to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicates the status of <b>runtime auditctl rules</b> defined for the <b>/var/log/btmp</b> file. The auditctl -l command is used to fetch the values.

======Expected Value(s)======
matches regular expression list
[ =]/var/log/btmp\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-w /var/log/btmp -p wa -k logins
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29237","6.3.3.5.h","Oracle Enterprise Linux 9.x","Status of '/etc/hostname' defined within /etc/audit/rules.d/*.rules files","SERIOUS","3","os","The /etc/hostname file contains the hostname of the system, which identifies it on a network. When defined within the /etc/audit/rules.d/*.rules files, it serves as a parameter for auditing rules, allowing administrators to monitor events associated with specific hostnames. This can enhance security and compliance by tracking actions linked to a particular machine in a multi-host environment. Misconfiguration of the /etc/hostname in the context of auditing rules can lead to inadequate monitoring, making it easier for unauthorized access or malicious activities to go undetected. Additionally, if the hostname is incorrect, logs may not correlate accurately with the intended system, complicating incident response and forensic investigations. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>/etc/hostname</b> defined within <b>/etc/audit/rules.d/*.rules</b> files.

======Expected Value(s)======
matches regular expression list
[ =]/etc/hostname\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-w /etc/hostname -p wa -k system-locale
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","23929","6.3.3.6.a","Oracle Enterprise Linux 9.x","Status of auditing for the privileged commands on the system (/etc/audit/audit.d/*.rules)","SERIOUS","3","os","The 'privileged' commands are restricted to authorized users, but when 'unauthorized users' attempt to execute privileged commands, an audit record is created in a repository and an alert is generated for review and investigation. As attempts by unauthorized users to execute privileged commands is considered 'legal evidence of unauthorized activity on the host'; the configuration of these parameters should be carefully done according to the needs of the business.","Passed","","0","The following List String value(s) of <b>X</b> indicates the status of <b>audit rules</b> configured for <b>privileged commands</b> within <b>/etc/audit/rules.d/*</b> files on the system.

======Expected Value(s)======
Setting not found
------------ OR ------------
does not contain regular expression list
^Warning:.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
OK: '/usr/bin/chage' found in auditing configuration file.
OK: '/usr/bin/gpasswd' found in auditing configuration file.
OK: '/usr/bin/newgrp' found in auditing configuration file.
OK: '/usr/bin/fusermount3' found in auditing configuration file.
OK: '/usr/bin/mount' found in auditing configuration file.
OK: '/usr/bin/umount' found in auditing configuration file.
OK: '/usr/bin/write' found in auditing configuration file.
OK: '/usr/bin/su' found in auditing configuration file.
OK: '/usr/bin/sudo' found in auditing configuration file.
OK: '/usr/bin/pkexec' found in auditing configuration file.
OK: '/usr/bin/crontab' found in auditing configuration file.
OK: '/usr/bin/passwd' found in auditing configuration file.
OK: '/usr/bin/chfn' found in auditing configuration file.
OK: '/usr/bin/chsh' found in auditing configuration file.
OK: '/usr/bin/at' found in auditing configuration file.
OK: '/usr/bin/locate' found in auditing configuration file.
OK: '/usr/sbin/grub2-set-bootflag' found in auditing configuration file.
OK: '/usr/sbin/userhelper' found in auditing configuration file.
OK: '/usr/sbin/pam_timestamp_check' found in auditing configuration file.
OK: '/usr/sbin/unix_chkpwd' found in auditing configuration file.
OK: '/usr/libexec/cockpit-session' found in auditing configuration file.
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","9878","2.1.6.b","Oracle Enterprise Linux 9.x","Status of service smb using systemd","SERIOUS","3","os","The 'samba' daemon provides ability to configure linux systems to share file systems and directories with windows desktops. It will advertise the files systems and directories through SMB protocol. Using samba windows users will be able to mount these files and directories on their own systems. This ability may allow malicious users to have access to file system and directories and can compromise the system. This should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>smb</b> service using systemd utility on the host.

======Expected Value(s)======
Service Not Found
------------ OR ------------
does not contain regular expression list
enabled

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
masked
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29365","6.3.3.19.g","Oracle Enterprise Linux 9.x","Status of the 'init_module' parameter set with 'UID_MIN' using auditctl","SERIOUS","3","os","The 'finit_module' system call is similar to the 'init_module'. Unlike init_module, it reads the module to be loaded from the file descriptor fd. It is useful when the authenticity of a kernel module can be determined from its location in the file system; in cases where that is possible, the overhead of using cryptographically signed modules to determine the authenticity of a module can be avoided. As this can be used to avoid using cryptographically signed modules, this should be configured as appropriate to the business needs to avoid any attacks.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>init_module</b> parameter set with <b>UID_MIN</b>using <b>auditctl command</b>.

======Expected Value(s)======
matches regular expression list
\binit_module\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-a always,exit -F arch=b64 -S create_module,init_module,delete_module,query_module,finit_module -F auid>=1000 -F auid!=-1 -F key=modules
-a always,exit -F arch=b32 -S create_module,init_module,delete_module,query_module,finit_module -F auid>=1000 -F auid!=-1 -F key=modules
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","10691","7.1.2.b","Oracle Enterprise Linux 9.x","Status of the Ownership set for the '/etc/passwd-' file","CRITICAL","4","os","The '/etc/passwd-' file contains backup user account information. The file should be protected from unauthorized users hence, ownership of the file should be restricted and should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the <b>Ownership and Permissions</b> set for the <b>/etc/passwd-</b> file on the host.

======Expected Value(s)======
matches regular expression list
^root:root:[-r][-w]-[-r]--[-r]--.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:rw-r--r--.:/etc/passwd-
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
